source_row_index,tripadvisor_id,tripadvisor_url,name,city,raw_cuisine_style,ranking,rating,price_range,number_of_reviews,raw_reviews,embedding_text,latitude,longitude
2927,d11793327,/Restaurant_Review-g187323-d11793327-Reviews-El_Mansy_Mossaad-Berlin.html,El-Mansy Mossaad,Berlin,,2929.0,4.0,,9,"[['Unexpected good dinner'], ['04/02/2017']]",Restaurant name: El-Mansy Mossaad. City: Berlin. TripAdvisor rating: 4.0 out of 5. Number of reviews: 9. Review snippets: Unexpected good dinner.,52.501455,13.423750
2607,d1205787,/Restaurant_Review-g187323-d1205787-Reviews-Ciao_Italia-Berlin.html,Ciao Italia,Berlin,"['Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly']",2609.0,4.0,$,63,"[['Enjoyable meal', '""Tasty pizzas""'], ['10/22/2017', '02/26/2017']]","Restaurant name: Ciao Italia. City: Berlin. Cuisine and dietary tags: Italian, Mediterranean, European, Pizza, Vegetarian Friendly. Price range: $. TripAdvisor rating: 4.0 out of 5. Number of reviews: 63. Review snippets: Enjoyable meal; ""Tasty pizzas"".",52.512199,13.391176
5865,d1037240,/Restaurant_Review-g187323-d1037240-Reviews-Restaurant_Conzuela-Berlin.html,Restaurant Conzuela,Berlin,"['Spanish', 'Vegetarian Friendly']",5867.0,3.0,$$ - $$$,70,"[['Great tapas, great place.', 'Excellent'], ['08/26/2016', '08/13/2016']]","Restaurant name: Restaurant Conzuela. City: Berlin. Cuisine and dietary tags: Spanish, Vegetarian Friendly. Price range: $$ - $$$. TripAdvisor rating: 3.0 out of 5. Number of reviews: 70. Review snippets: Great tapas, great place.; Excellent.",52.503749,13.460962
1044,d1340182,/Restaurant_Review-g187323-d1340182-Reviews-Karun_Bistro_1-Berlin.html,Karun Bistro 1,Berlin,"['Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",1046.0,4.5,$,73,"[['Great Iranian food', 'Delicious lunch'], ['12/23/2017', '10/23/2017']]","Restaurant name: Karun Bistro 1. City: Berlin. Cuisine and dietary tags: Middle Eastern, Persian, Vegetarian Friendly, Vegan Options, Halal. Price range: $. TripAdvisor rating: 4.5 out of 5. Number of reviews: 73. Review snippets: Great Iranian food; Delicious lunch.",52.525053,13.452570
2549,d10003044,/Restaurant_Review-g187323-d10003044-Reviews-Cafe_Einstern-Berlin.html,Cafe Einstern,Berlin,,2551.0,5.0,,7,"[['glad that we stumbled upon this neighbourh...', 'Great food'], ['02/12/2017', '05/14/2016']]",Restaurant name: Cafe Einstern. City: Berlin. TripAdvisor rating: 5.0 out of 5. Number of reviews: 7. Review snippets: glad that we stumbled upon this neighbourh...; Great food.,52.502699,13.431921
3824,d10289769,/Restaurant_Review-g187323-d10289769-Reviews-Eisbox-Berlin.html,Eisbox,Berlin,"['Cafe', 'Contemporary']",3826.0,4.5,$,7,"[['Very good ice creams, clean and white inte...', 'Ice cream in Berlin, Knesebeckstrasse - i...'], ['06/04/2017', '03/27/2017']]","Restaurant name: Eisbox. City: Berlin. Cuisine and dietary tags: Cafe, Contemporary. Price range: $. TripAdvisor rating: 4.5 out of 5. Number of reviews: 7. Review snippets: Very good ice creams, clean and white inte...; Ice cream in Berlin, Knesebeckstrasse - i....",52.556330,13.457884
2589,d3190988,/Restaurant_Review-g187323-d3190988-Reviews-Rocco-Berlin.html,Rocco,Berlin,"['Italian', 'European', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",2591.0,3.5,$$ - $$$,53,"[['Good atmosphere, good food', 'Bad'], ['03/29/2017', '09/30/2016']]","Restaurant name: Rocco. City: Berlin. Cuisine and dietary tags: Italian, European, Pizza, Mediterranean, Vegetarian Friendly. Price range: $$ - $$$. TripAdvisor rating: 3.5 out of 5. Number of reviews: 53. Review snippets: Good atmosphere, good food; Bad.",52.519055,13.428747
6256,d1341596,/Restaurant_Review-g187323-d1341596-Reviews-McDonalds_Ham_Restaurant_Steglitz_Harald_Meyer-Berlin.html,McDonalds Ham-Restaurant Steglitz Harald Meyer,Berlin,,6258.0,2.0,,9,"[['Functional', 'Stay Away'], ['03/03/2017', '10/01/2009']]",Restaurant name: McDonalds Ham-Restaurant Steglitz Harald Meyer. City: Berlin. TripAdvisor rating: 2.0 out of 5. Number of reviews: 9. Review snippets: Functional; Stay Away.,52.495636,13.363416
2616,d8596684,/Restaurant_Review-g187323-d8596684-Reviews-Buffalo-Berlin.html,Buffalo,Berlin,"['Steakhouse', 'Bar', 'European', 'Central European', 'American']",2618.0,3.5,$,104,"[['Lovely restaurant', 'Decent.'], ['08/22/2017', '01/13/2017']]","Restaurant name: Buffalo. City: Berlin. Cuisine and dietary tags: Steakhouse, Bar, European, Central European, American. Price range: $. TripAdvisor rating: 3.5 out of 5. Number of reviews: 104. Review snippets: Lovely restaurant; Decent..",52.533645,13.417460
2588,d8752934,/Restaurant_Review-g187323-d8752934-Reviews-Restaurant_Meishiwu_Deli_House-Berlin.html,Restaurant Meishiwu Deli House,Berlin,"['Chinese', 'Asian']",2590.0,4.0,$$ - $$$,16,"[['A quiet place', 'The best Chinese restaurant in Berlin'], ['08/03/2017', '04/29/2017']]","Restaurant name: Restaurant Meishiwu Deli House. City: Berlin. Cuisine and dietary tags: Chinese, Asian. Price range: $$ - $$$. TripAdvisor rating: 4.0 out of 5. Number of reviews: 16. Review snippets: A quiet place; The best Chinese restaurant in Berlin.",52.487987,13.409614
3762,d7132785,/Restaurant_Review-g187323-d7132785-Reviews-Mythos-Berlin.html,Mythos,Berlin,['Greek'],3764.0,4.0,$$ - $$$,21,"[['Greek??', 'Good food, but with the wrong bill'], ['09/07/2017', '08/16/2017']]","Restaurant name: Mythos. City: Berlin. Cuisine and dietary tags: Greek. Price range: $$ - $$$. TripAdvisor rating: 4.0 out of 5. Number of reviews: 21. Review snippets: Greek??; Good food, but with the wrong bill.",52.521887,13.408818
6393,d718236,/Restaurant_Review-g187323-d718236-Reviews-Non_Tox-Berlin.html,Non-Tox,Berlin,,,,,,,Restaurant name: Non-Tox. City: Berlin.,52.492467,13.334762
1806,d12523554,/Restaurant_Review-g187323-d12523554-Reviews-L2_Restaurant-Berlin.html,L2 Restaurant,Berlin,"['Japanese', 'Asian', 'Grill', 'Fusion', 'Street Food']",1808.0,5.0,$$ - $$$,7,"[['A very nice surprise', 'Great place to eat'], ['08/21/2017', '08/14/2017']]","Restaurant name: L2 Restaurant. City: Berlin. Cuisine and dietary tags: Japanese, Asian, Grill, Fusion, Street Food. Price range: $$ - $$$. TripAdvisor rating: 5.0 out of 5. Number of reviews: 7. Review snippets: A very nice surprise; Great place to eat.",52.504152,13.418765
5728,d5823255,/Restaurant_Review-g187323-d5823255-Reviews-Restaurant_Panorama-Berlin.html,Restaurant Panorama,Berlin,,5730.0,3.0,,5,"[['Fun and good service, but plain food'], ['04/04/2015']]","Restaurant name: Restaurant Panorama. City: Berlin. TripAdvisor rating: 3.0 out of 5. Number of reviews: 5. Review snippets: Fun and good service, but plain food.",52.538658,13.360035
442,d795717,/Restaurant_Review-g187323-d795717-Reviews-Amrit_Restaurant-Berlin.html,Amrit Restaurant,Berlin,"['Asian', 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",443.0,4.0,$$ - $$$,389,"[['Paul', 'Great food in beautiful surroundings'], ['12/27/2017', '11/26/2017']]","Restaurant name: Amrit Restaurant. City: Berlin. Cuisine and dietary tags: Asian, Indian, Vegetarian Friendly, Vegan Options, Gluten Free Options. Price range: $$ - $$$. TripAdvisor rating: 4.0 out of 5. Number of reviews: 389. Review snippets: Paul; Great food in beautiful surroundings.",52.484491,13.407228
5714,d6784064,/Restaurant_Review-g187323-d6784064-Reviews-Chipperfield_Kantine-Berlin.html,Chipperfield Kantine,Berlin,['International'],5716.0,3.0,$,11,"[['This place is a joke', 'Perfect Bruch/Lunch place in Mitte'], ['03/10/2017', '11/19/2016']]",Restaurant name: Chipperfield Kantine. City: Berlin. Cuisine and dietary tags: International. Price range: $. TripAdvisor rating: 3.0 out of 5. Number of reviews: 11. Review snippets: This place is a joke; Perfect Bruch/Lunch place in Mitte.,52.515261,13.444152
6749,d5824601,/Restaurant_Review-g187323-d5824601-Reviews-El_Sol_Restaurant_Cafe_Cocktailbar-Berlin.html,El Sol Restaurant Cafe Cocktailbar,Berlin,,,,,,,Restaurant name: El Sol Restaurant Cafe Cocktailbar. City: Berlin.,52.525599,13.405156
4294,d1347742,/Restaurant_Review-g187323-d1347742-Reviews-Rdo_Restaurant_Deutsche_Oper_Berlin-Berlin.html,rdo Restaurant Deutsche Oper Berlin,Berlin,"['German', 'Central European', 'European', 'Vegetarian Friendly']",4296.0,4.0,$$ - $$$,41,"[['Really good', 'Very good, but a little expensive'], ['12/28/2016', '12/19/2016']]","Restaurant name: rdo Restaurant Deutsche Oper Berlin. City: Berlin. Cuisine and dietary tags: German, Central European, European, Vegetarian Friendly. Price range: $$ - $$$. TripAdvisor rating: 4.0 out of 5. Number of reviews: 41. Review snippets: Really good; Very good, but a little expensive.",52.495471,13.331422
6603,d5520649,/Restaurant_Review-g187323-d5520649-Reviews-Call_A_Pizza-Berlin.html,Call A Pizza,Berlin,,,,,,,Restaurant name: Call A Pizza. City: Berlin.,52.512559,13.391767
1828,d8833708,/Restaurant_Review-g187323-d8833708-Reviews-Milchkaffee-Berlin.html,Milchkaffee,Berlin,,1830.0,4.5,,15,"[['Warm and Cosy Coffee Shop.'], ['12/19/2015']]",Restaurant name: Milchkaffee. City: Berlin. TripAdvisor rating: 4.5 out of 5. Number of reviews: 15. Review snippets: Warm and Cosy Coffee Shop..,52.518467,13.416385
6941,d12285210,/Restaurant_Review-g187323-d12285210-Reviews-Hoa_sen_Restauranr-Berlin.html,Hoa sen Restauranr,Berlin,['Vietnamese'],,,,,,Restaurant name: Hoa sen Restauranr. City: Berlin. Cuisine and dietary tags: Vietnamese.,52.499714,13.432437
6521,d3863579,/Restaurant_Review-g187323-d3863579-Reviews-El_Faredo_Steak_House-Berlin.html,El Faredo Steak House,Berlin,['Steakhouse'],,,,,,Restaurant name: El Faredo Steak House. City: Berlin. Cuisine and dietary tags: Steakhouse.,52.495391,13.394257
